da,naics,countOsm,countStatcan,osmCompleteness
35230148,4481,3,9,0.3333333333333333
35230148,5221,3,0,inf
35230148,7224,11,3,3.6666666666666665
35230148,8131,1,0,inf
35230148,44512,1,2,0.5
35230148,44711,1,0,inf
35230148,45114,1,1,1.0
35230148,51111,1,1,1.0
35230148,51912,1,0,inf
35230148,52421,1,0,inf
35230148,54111,1,4,0.25
35230148,72111,1,0,inf
35230148,72112,1,0,inf
35230148,81293,22,0,inf
35230148,445291,3,0,inf
35230148,451310,1,1,1.0
35230148,522291,1,0,inf
35230148,722511,11,28,0.39285714285714285
35230148,722512,8,14,0.5714285714285714
35230148,812114,1,0,inf
35230149,81293,1,0,inf
35230150,44512,1,1,1.0
35230150,44711,1,0,inf
35230150,81293,2,0,inf
35230150,722511,1,0,inf
35230151,6111,1,0,inf
35230151,81293,4,0,inf
35230152,81293,1,0,inf
35230155,6111,1,0,inf
35220088,4453,1,1,1.0
35220088,5221,1,0,inf
35220088,6111,1,0,inf
35220088,7224,1,0,inf
35220088,22132,1,0,inf
35220088,44314,1,1,1.0
35220088,45391,1,0,inf
35220088,51111,1,1,1.0
35220088,51912,1,0,inf
35220088,54194,1,2,0.5
35220088,81293,7,0,inf
35220088,445291,1,0,inf
35220088,445292,1,1,1.0
35220088,722511,2,4,0.5
35220088,722512,4,3,1.3333333333333333
35220088,812114,2,0,inf
35220089,8111,1,0,inf
35220089,44521,1,0,inf
35220089,45391,1,0,inf
35220089,81293,2,0,inf
35220089,522291,1,0,inf
35220089,722511,1,1,1.0
35220089,722512,3,0,inf
35220090,4481,3,1,3.0
35220090,4482,1,1,1.0
35220090,5221,3,2,1.5
35220090,7224,1,0,inf
35220090,8131,1,1,1.0
35220090,44511,1,0,inf
35220090,44512,2,1,2.0
35220090,44612,1,0,inf
35220090,44711,2,0,inf
35220090,45322,1,1,1.0
35220090,45392,1,0,inf
35220090,52421,2,3,0.6666666666666666
35220090,54111,3,6,0.5
35220090,81293,1,0,inf
35220090,451310,1,1,1.0
35220090,541212,1,4,0.25
35220090,541514,1,2,0.5
35220090,722511,4,3,1.3333333333333333
35220090,812114,1,0,inf
35220090,812115,2,2,1.0
35220091,8131,2,1,2.0
35220091,81293,3,0,inf
35220092,447,2,1,2.0
35220092,4453,1,0,inf
35220092,5221,1,0,inf
35220092,8131,1,0,inf
35220092,44511,1,0,inf
35220092,44512,1,0,inf
35220092,44711,1,1,1.0
35220092,81293,6,0,inf
35220092,452110,1,0,inf
35220092,812115,1,0,inf
35220093,8131,1,0,inf
35220093,81293,1,0,inf
35220094,6111,1,0,inf
35220094,44512,1,0,inf
35220094,44711,1,0,inf
35220094,81293,8,0,inf
35230280,6111,2,0,inf
35230280,81293,3,0,inf
35204743,4411,1,0,inf
35204743,5312,1,0,inf
35204743,8131,1,2,0.5
35204743,44221,1,0,inf
35204743,56151,1,0,inf
35204743,81293,16,0,inf
35204743,445292,1,0,inf
35204743,532112,1,0,inf
35204743,722511,1,0,inf
35204743,722512,2,0,inf
35204744,6111,1,0,inf
35204744,81293,1,0,inf
35204745,81293,3,0,inf
35204746,491,1,0,inf
35204746,4481,1,6,0.16666666666666666
35204746,5221,1,1,1.0
35204746,44314,1,2,0.5
35204746,44511,1,1,1.0
35204746,44512,1,2,0.5
35204746,44611,1,2,0.5
35204746,44711,1,0,inf
35204746,81293,4,0,inf
35204746,522291,1,0,inf
35204746,722512,6,8,0.75
35204747,6111,1,0,inf
35204747,81293,3,0,inf
35204748,447,1,0,inf
35204748,8123,1,0,inf
35204748,44512,1,0,inf
35204748,44711,1,0,inf
35204748,81293,2,0,inf
35204748,812115,1,0,inf
35204749,4453,1,0,inf
35204749,5221,1,0,inf
35204749,6244,1,1,1.0
35204749,7224,1,1,1.0
35204749,44512,1,1,1.0
35204749,44711,1,0,inf
35204749,81293,1,0,inf
35204749,812115,1,0,inf
35204750,44511,1,1,1.0
35204750,51213,1,1,1.0
35204750,81293,16,0,inf
35204750,441220,1,0,inf
35204750,722511,1,0,inf
35212012,491,1,0,inf
35212012,4453,1,1,1.0
35212012,4481,35,25,1.4
35212012,4482,11,5,2.2
35212012,5221,3,2,1.5
35212012,6111,2,0,inf
35212012,44314,3,11,0.2727272727272727
35212012,44511,2,0,inf
35212012,44611,1,1,1.0
35212012,44612,4,3,1.3333333333333333
35212012,45112,3,1,3.0
35212012,45322,5,2,2.5
35212012,45391,1,0,inf
35212012,56151,1,1,1.0
35212012,71312,1,0,inf
35212012,81293,6,0,inf
35212012,445292,2,1,2.0
35212012,446191,2,1,2.0
35212012,451310,2,1,2.0
35212012,452110,3,2,1.5
35212012,722511,4,1,4.0
35212012,722512,27,14,1.9285714285714286
35212012,812114,9,1,9.0
35212012,812115,4,0,inf
35230180,81293,1,0,inf
35230181,447,1,1,1.0
35230181,4453,1,1,1.0
35230181,8111,1,0,inf
35230181,44611,1,1,1.0
35230181,81293,1,0,inf
35230181,811192,1,0,inf
35230183,81293,1,0,inf
35230184,44521,1,0,inf
35230184,44611,1,1,1.0
35230184,812114,1,0,inf
35230185,81293,1,0,inf
35230187,6111,1,0,inf
35230187,81293,2,0,inf
35230191,72111,1,0,inf
35230191,72112,1,0,inf
35230191,81293,3,0,inf
35230194,447,1,0,inf
35230194,491,2,0,inf
35230194,4453,1,0,inf
35230194,5221,1,1,1.0
35230194,8111,1,0,inf
35230194,8123,1,0,inf
35230194,44314,1,0,inf
35230194,44511,1,0,inf
35230194,45112,1,1,1.0
35230194,45321,1,1,1.0
35230194,51912,1,0,inf
35230194,54194,1,1,1.0
35230194,81293,11,0,inf
35230194,452110,1,0,inf
35230194,722511,4,3,1.3333333333333333
35230194,722512,7,5,1.4
35230194,811192,1,0,inf
35230194,812114,1,0,inf
35230202,6111,1,0,inf
35230202,81293,1,0,inf
35210997,8131,1,0,inf
35210997,81293,5,0,inf
35211000,81293,2,0,inf
35230216,44511,1,0,inf
35230216,722511,1,0,inf
35230218,8131,1,0,inf
35230218,81293,3,0,inf
35230219,6111,1,0,inf
35230219,81293,3,0,inf
35230220,81293,1,0,inf
35230227,6111,1,0,inf
35230227,8131,1,0,inf
35230227,81293,6,0,inf
35230269,6111,1,0,inf
35230269,81293,3,0,inf
35230270,6111,1,0,inf
35230270,7224,1,0,inf
35230270,8111,1,6,0.16666666666666666
35230270,44314,1,1,1.0
35230270,44511,3,1,3.0
35230270,81293,26,0,inf
35230270,452110,1,0,inf
35230270,722511,1,2,0.5
35230270,722512,3,5,0.6
35230271,81293,11,0,inf
35230272,6111,4,0,inf
35230272,81293,1,0,inf
35230275,447,1,0,inf
35230275,8111,1,0,inf
35230275,81221,1,0,inf
35230275,81293,6,0,inf
35230275,811192,1,0,inf
35211022,447,1,0,inf
35211022,44512,1,1,1.0
35211022,44711,1,0,inf
35211022,81293,1,0,inf
35211022,722512,1,1,1.0
35211023,81293,1,0,inf
35211024,81293,1,0,inf
35211025,6111,3,0,inf
35211025,8131,1,0,inf
35211025,51912,1,0,inf
35211025,71212,2,0,inf
35211025,81293,6,0,inf
35211057,447,1,0,inf
35211057,4411,1,2,0.5
35211057,4481,1,1,1.0
35211057,8111,2,1,2.0
35211057,8131,1,1,1.0
35211057,44512,2,0,inf
35211057,44711,2,0,inf
35211057,53223,1,0,inf
35211057,81293,8,0,inf
35211057,532112,1,0,inf
35211057,722511,3,3,1.0
35211057,811192,2,0,inf
35211059,6111,1,0,inf
35211059,81293,2,0,inf
35211060,8111,1,1,1.0
35211060,8131,1,0,inf
35211060,44512,1,0,inf
35211060,44711,1,0,inf
35211060,81293,5,0,inf
35211060,452110,1,0,inf
35211060,522291,2,0,inf
35211060,722511,2,0,inf
35211060,722512,4,0,inf
35211060,812115,1,1,1.0
35211061,6112,1,1,1.0
35211061,8131,1,0,inf
35211061,81293,2,0,inf
35211069,6111,2,0,inf
35211069,81293,3,0,inf
35211070,6111,1,0,inf
35211070,8131,1,0,inf
35211070,81293,2,0,inf
35212021,111,3,0,inf
35212021,112,3,0,inf
35212021,447,6,4,1.5
35212021,4411,11,15,0.7333333333333333
35212021,4421,5,8,0.625
35212021,4481,2,4,0.5
35212021,4482,1,2,0.5
35212021,4531,1,2,0.5
35212021,5221,5,5,1.0
35212021,6111,6,4,1.5
35212021,6112,1,1,1.0
35212021,7224,2,3,0.6666666666666666
35212021,8111,7,45,0.15555555555555556
35212021,8123,1,1,1.0
35212021,8131,7,9,0.7777777777777778
35212021,44131,2,7,0.2857142857142857
35212021,44221,1,1,1.0
35212021,44314,7,23,0.30434782608695654
35212021,44511,1,1,1.0
35212021,44512,1,1,1.0
35212021,44612,1,4,0.25
35212021,44711,1,2,0.5
35212021,45112,1,0,inf
35212021,45321,1,1,1.0
35212021,45322,1,2,0.5
35212021,45391,1,0,inf
35212021,45392,1,1,1.0
35212021,52421,2,20,0.1
35212021,54194,1,0,inf
35212021,72111,9,11,0.8181818181818182
35212021,72112,9,0,inf
35212021,81221,1,1,1.0
35212021,81293,419,2,209.5
35212021,445291,4,2,2.0
35212021,445292,2,3,0.6666666666666666
35212021,522291,1,1,1.0
35212021,532111,2,5,0.4
35212021,532112,11,0,inf
35212021,541514,2,92,0.021739130434782608
35212021,722511,36,35,1.0285714285714285
35212021,722512,42,49,0.8571428571428571
35212021,811192,4,3,1.3333333333333333
35212021,812114,1,0,inf
35212022,81293,4,0,inf
35212025,8123,1,0,inf
35212025,44512,1,0,inf
35212025,44611,1,0,inf
35212025,44711,1,0,inf
35212025,81293,1,0,inf
35212025,722512,2,0,inf
35212025,812114,1,0,inf
35212025,812115,1,0,inf
35211162,81293,7,0,inf
35211259,111,2,0,inf
35211259,112,2,0,inf
35211259,447,3,1,3.0
35211259,491,1,0,inf
35211259,2211,3,0,inf
35211259,4421,2,10,0.2
35211259,4453,1,2,0.5
35211259,4481,2,5,0.4
35211259,5221,3,2,1.5
35211259,6111,2,0,inf
35211259,7224,1,0,inf
35211259,8111,6,103,0.05825242718446602
35211259,44131,1,7,0.14285714285714285
35211259,44314,2,7,0.2857142857142857
35211259,44411,2,2,1.0
35211259,44511,2,3,0.6666666666666666
35211259,44512,1,1,1.0
35211259,44711,1,1,1.0
35211259,45112,1,0,inf
35211259,51213,1,1,1.0
35211259,53113,1,1,1.0
35211259,54194,1,2,0.5
35211259,71394,1,2,0.5
35211259,72111,4,4,1.0
35211259,72112,4,0,inf
35211259,81293,78,2,39.0
35211259,452110,1,1,1.0
35211259,522291,1,0,inf
35211259,722511,12,29,0.41379310344827586
35211259,722512,11,13,0.8461538461538461
35211003,447,1,1,1.0
35211003,4421,1,0,inf
35211003,4453,1,1,1.0
35211003,4481,1,2,0.5
35211003,5221,3,1,3.0
35211003,6111,1,0,inf
35211003,8123,1,0,inf
35211003,44411,1,1,1.0
35211003,44412,1,1,1.0
35211003,44511,1,0,inf
35211003,44512,2,0,inf
35211003,44611,1,1,1.0
35211003,44711,2,1,2.0
35211003,45391,1,0,inf
35211003,81293,17,0,inf
35211003,541213,1,0,inf
35211003,722511,4,0,inf
35211003,722512,4,6,0.6666666666666666
35211005,4531,1,0,inf
35211005,6111,2,0,inf
35211005,8131,1,0,inf
35211005,44511,1,0,inf
35211005,44521,1,0,inf
35211005,44611,1,1,1.0
35211005,45322,1,0,inf
35211005,81293,8,0,inf
35211006,51912,1,0,inf
35211006,81293,7,0,inf
35211008,81293,1,0,inf
35211013,81293,1,0,inf
35211014,81293,5,0,inf
35211403,5221,1,1,1.0
35211403,5613,1,0,inf
35211403,6111,2,0,inf
35211403,8111,1,1,1.0
35211403,8123,2,0,inf
35211403,44511,1,1,1.0
35211403,44512,2,1,2.0
35211403,44611,1,1,1.0
35211403,44711,2,0,inf
35211403,56151,1,0,inf
35211403,81293,5,0,inf
35211403,452110,1,0,inf
35211403,722511,2,2,1.0
35211403,722512,2,1,2.0
35211403,811192,1,0,inf
35211403,812114,1,0,inf
35211403,812115,1,0,inf
35211405,81293,1,0,inf
35211105,6111,1,0,inf
35211105,81293,2,0,inf
35211107,721211,1,0,inf
35211108,8123,1,0,inf
35211108,44512,1,0,inf
35211108,44711,1,0,inf
35211108,81293,1,0,inf
35211108,722512,1,0,inf
35211108,812115,1,0,inf
35211032,111,1,0,inf
35211032,112,1,0,inf
35211032,4453,1,1,1.0
35211032,4531,1,1,1.0
35211032,8123,1,1,1.0
35211032,44512,1,0,inf
35211032,44611,1,2,0.5
35211032,44711,1,0,inf
35211032,45112,1,0,inf
35211032,45391,1,1,1.0
35211032,81293,10,0,inf
35211032,445291,1,0,inf
35211032,722511,2,2,1.0
35211032,812114,1,0,inf
35211032,812115,1,0,inf
35211033,81293,2,0,inf
35211034,447,1,1,1.0
35211034,6111,1,0,inf
35211034,44512,1,0,inf
35211034,44711,1,1,1.0
35211034,81293,4,0,inf
35211036,81293,3,0,inf
35211037,447,1,0,inf
35211037,6111,1,0,inf
35211037,8131,1,0,inf
35211037,44511,1,1,1.0
35211037,44512,1,1,1.0
35211037,44611,1,0,inf
35211037,44711,1,0,inf
35211037,81293,12,0,inf
35211037,722512,1,1,1.0
35211039,6111,1,0,inf
35211039,44512,1,0,inf
35211039,44521,1,0,inf
35211039,44611,1,0,inf
35211039,44711,1,0,inf
35211039,61161,1,0,inf
35211039,81293,3,0,inf
35211039,445291,1,0,inf
35211039,722512,1,0,inf
35211039,812115,1,1,1.0
35211428,6111,2,0,inf
35211428,81293,2,0,inf
35211432,8111,1,1,1.0
35211432,81293,6,0,inf
35211432,452110,1,0,inf
35211128,8131,1,1,1.0
35211128,81293,1,0,inf
35211131,6111,2,0,inf
35211131,81293,4,0,inf
35211072,6111,1,0,inf
35211072,81293,4,0,inf
35211446,447,1,1,1.0
35211446,81293,9,0,inf
35211447,44611,1,1,1.0
35211447,81293,6,0,inf
35211448,4421,1,0,inf
35211448,5221,2,0,inf
35211448,8131,1,1,1.0
35211448,44411,1,0,inf
35211448,44511,3,3,1.0
35211448,44523,1,1,1.0
35211448,44611,2,2,1.0
35211448,81293,22,0,inf
35211448,722511,1,2,0.5
35211448,722512,3,4,0.75
35211448,812115,1,0,inf
35211454,447,2,3,0.6666666666666666
35211454,5312,1,0,inf
35211454,8111,2,2,1.0
35211454,44511,1,0,inf
35211454,44611,2,1,2.0
35211454,81293,17,0,inf
35211454,722512,1,0,inf
35211454,811192,1,0,inf
35211455,812114,1,0,inf
35211456,447,1,1,1.0
35211456,6244,1,1,1.0
35211456,8131,1,1,1.0
35211456,81293,15,0,inf
35211457,81293,4,0,inf
35230393,6111,2,0,inf
35230393,81293,10,0,inf
35230394,4421,1,1,1.0
35230394,4453,1,1,1.0
35230394,5221,2,1,2.0
35230394,44422,1,0,inf
35230394,44511,1,0,inf
35230394,51213,1,1,1.0
35230394,51912,1,0,inf
35230394,71391,1,0,inf
35230394,71394,1,2,0.5
35230394,81293,8,0,inf
35230394,452110,1,0,inf
35230394,722511,3,3,1.0
35230394,722512,3,4,0.75
35230395,111,1,0,inf
35230395,112,1,0,inf
35230395,71391,1,0,inf
35230396,6111,1,0,inf
35230396,81293,4,0,inf
35211263,6111,1,0,inf
35211264,6111,2,1,2.0
35211264,8131,2,2,1.0
35211264,81293,2,0,inf
35211265,81293,3,0,inf
35211267,447,1,0,inf
35211267,5221,1,0,inf
35211267,44511,1,1,1.0
35211267,44611,1,1,1.0
35211267,81293,2,0,inf
35211267,452110,1,0,inf
35211267,722512,1,1,1.0
35211268,7224,1,0,inf
35211269,4411,1,0,inf
35211269,8111,2,8,0.25
35211269,532112,1,0,inf
35211271,81293,2,0,inf
35211271,722512,1,0,inf
35211272,6111,1,0,inf
35211272,44611,1,2,0.5
35211272,81293,5,0,inf
35211386,8131,2,1,2.0
35211386,81293,8,0,inf
35211113,6111,1,0,inf
35211113,81293,1,0,inf
35211122,6111,2,0,inf
35211122,8131,1,0,inf
35211122,81293,9,0,inf
35211489,8131,1,0,inf
35211489,44131,1,0,inf
35211489,44314,1,0,inf
35211489,81293,5,0,inf
35211489,445291,1,0,inf
35211489,522291,1,0,inf
35211489,812115,1,0,inf
35211490,4411,1,0,inf
35211490,4421,1,1,1.0
35211490,8111,3,2,1.5
35211490,8131,1,0,inf
35211490,44512,2,0,inf
35211490,44521,1,0,inf
35211490,44711,2,0,inf
35211490,56151,1,0,inf
35211490,81293,2,0,inf
35211490,441220,1,0,inf
35211490,532112,1,0,inf
35211490,722511,2,0,inf
35211490,722512,1,0,inf
35211490,812115,2,0,inf
35211491,44422,1,0,inf
35211491,81293,3,0,inf
35230089,8131,1,1,1.0
35230089,51912,2,1,2.0
35230089,81293,1,0,inf
35230090,6111,1,0,inf
35230090,8131,1,1,1.0
35230090,71211,1,0,inf
35230090,81293,2,0,inf
35230091,6111,1,0,inf
35230091,8131,1,0,inf
35230091,81293,2,0,inf
35230092,8131,1,0,inf
35230097,81293,3,0,inf
35211135,6111,2,0,inf
35211135,8131,1,0,inf
35211135,81293,4,0,inf
35211138,81293,1,0,inf
35211141,8131,1,1,1.0
35211141,81293,1,0,inf
35211513,447,1,0,inf
35211513,8111,1,0,inf
35211513,81293,2,0,inf
35211513,811192,1,0,inf
35211516,6111,1,0,inf
35211516,81293,1,0,inf
35230117,6111,1,0,inf
35230117,81293,2,0,inf
35230118,8131,1,1,1.0
35230121,81293,1,0,inf
35230397,4411,1,3,0.3333333333333333
35230397,532112,1,0,inf
35230397,721211,1,0,inf
35240031,447,3,2,1.5
35240031,4411,6,4,1.5
35240031,4421,1,1,1.0
35240031,4481,1,1,1.0
35240031,5221,1,0,inf
35240031,5312,1,1,1.0
35240031,5613,1,0,inf
35240031,8111,5,14,0.35714285714285715
35240031,44411,1,1,1.0
35240031,44511,2,2,1.0
35240031,44512,1,1,1.0
35240031,44611,1,1,1.0
35240031,44711,1,2,0.5
35240031,45391,1,0,inf
35240031,71212,1,0,inf
35240031,71394,1,2,0.5
35240031,72111,1,1,1.0
35240031,72112,1,0,inf
35240031,81293,71,0,inf
35240031,445291,1,0,inf
35240031,452110,1,0,inf
35240031,532112,6,0,inf
35240031,722511,4,5,0.8
35240031,722512,5,5,1.0
35240031,811192,2,1,2.0
35240031,812114,1,0,inf
35240032,81293,1,0,inf
35240033,71212,1,0,inf
35240033,81293,3,0,inf
35240034,81293,2,0,inf
35230156,6111,1,0,inf
35230157,8131,1,0,inf
35230157,81293,4,0,inf
35230158,2211,2,0,inf
35230158,81293,9,0,inf
35230159,8131,1,1,1.0
35230160,6111,1,0,inf
35230161,6111,2,0,inf
35230161,44611,1,1,1.0
35211397,447,1,1,1.0
35211397,491,1,0,inf
35211397,6111,3,0,inf
35211397,8111,1,0,inf
35211397,8123,1,1,1.0
35211397,44512,3,0,inf
35211397,44611,1,0,inf
35211397,44711,3,1,3.0
35211397,81293,15,0,inf
35211397,722512,1,1,1.0
35211397,811192,1,0,inf
35211397,812114,1,0,inf
35211401,447,1,1,1.0
35211401,491,1,0,inf
35211401,4421,2,1,2.0
35211401,4453,1,0,inf
35211401,4481,27,13,2.076923076923077
35211401,4482,9,3,3.0
35211401,5221,1,1,1.0
35211401,5312,1,0,inf
35211401,8111,1,0,inf
35211401,44221,1,0,inf
35211401,44314,3,6,0.5
35211401,44511,2,2,1.0
35211401,44512,1,2,0.5
35211401,44611,1,1,1.0
35211401,44711,1,1,1.0
35211401,45112,3,1,3.0
35211401,45113,2,1,2.0
35211401,45321,1,1,1.0
35211401,45322,2,2,1.0
35211401,45391,1,1,1.0
35211401,54111,2,0,inf
35211401,56151,1,1,1.0
35211401,71394,2,1,2.0
35211401,81293,22,0,inf
35211401,446191,2,1,2.0
35211401,451310,2,1,2.0
35211401,452110,4,0,inf
35211401,522291,2,0,inf
35211401,541213,1,0,inf
35211401,722511,2,1,2.0
35211401,722512,18,6,3.0
35211401,811192,1,0,inf
35211401,812114,6,1,6.0
35211401,812115,3,3,1.0
35211402,81293,13,0,inf
35211629,44512,1,0,inf
35211629,44711,1,0,inf
35211629,45322,1,0,inf
35211629,81293,4,0,inf
35211629,722511,1,1,1.0
35210018,111,4,2,2.0
35210018,112,4,4,1.0
35210018,2211,1,0,inf
35210018,6111,4,1,4.0
35210018,8111,1,2,0.5
35210018,8131,1,1,1.0
35210018,44411,1,0,inf
35210018,71211,1,0,inf
35210018,81293,7,0,inf
35210018,722511,1,0,inf
35240077,6111,1,0,inf
35240077,7224,1,0,inf
35240077,54194,1,1,1.0
35240077,81293,11,0,inf
35240077,722511,1,1,1.0
35240077,812114,1,0,inf
35240077,812115,1,0,inf
35240078,6111,1,0,inf
35240078,81293,3,0,inf
35240079,8131,1,0,inf
35240079,22132,1,0,inf
35240079,81293,2,0,inf
35240081,447,1,0,inf
35240081,5221,1,1,1.0
35240081,7224,1,0,inf
35240081,8123,1,1,1.0
35240081,44314,1,1,1.0
35240081,44511,2,0,inf
35240081,44512,1,0,inf
35240081,44711,1,0,inf
35240081,45322,1,0,inf
35240081,81293,1,0,inf
35240081,722511,1,2,0.5
35240081,722512,5,3,1.6666666666666667
35240081,812114,2,0,inf
35240081,812115,1,1,1.0
35240083,81293,1,0,inf
35230215,447,2,3,0.6666666666666666
35230215,491,1,0,inf
35230215,2211,2,0,inf
35230215,4411,7,15,0.4666666666666667
35230215,4421,1,1,1.0
35230215,4482,1,2,0.5
35230215,7224,1,0,inf
35230215,8111,1,20,0.05
35230215,44221,1,1,1.0
35230215,44314,2,2,1.0
35230215,44512,2,0,inf
35230215,44711,2,3,0.6666666666666666
35230215,51213,1,1,1.0
35230215,72111,3,2,1.5
35230215,72112,3,0,inf
35230215,81293,35,0,inf
35230215,532112,7,0,inf
35230215,722511,3,5,0.6
35230215,722512,2,10,0.2
35230215,811192,1,0,inf
35230141,6111,1,0,inf
35230141,81293,1,0,inf
35240102,81293,1,0,inf
35240106,81293,1,0,inf
35240107,6111,1,0,inf
35240107,81293,3,0,inf
35240109,81293,1,0,inf
35240111,8123,1,0,inf
35240111,44512,1,0,inf
35240111,44711,1,0,inf
35240111,81293,3,0,inf
35240111,722511,1,0,inf
35240111,722512,1,2,0.5
35230277,6111,1,0,inf
35230277,81293,5,0,inf
35230278,6111,2,0,inf
35230278,8131,2,1,2.0
35230278,81293,18,0,inf
35230279,491,1,0,inf
35230279,7224,1,0,inf
35230279,44511,1,1,1.0
35230279,44611,1,1,1.0
35230279,71394,1,2,0.5
35230279,72111,1,1,1.0
35230279,72112,1,0,inf
35230279,81293,5,0,inf
35230279,452110,2,0,inf
35230279,722511,5,4,1.25
35230279,812114,1,0,inf
35230279,812115,1,1,1.0
35240120,81293,2,0,inf
35240123,6111,1,0,inf
35240123,81293,8,0,inf
35240124,4481,19,18,1.0555555555555556
35240124,4482,5,1,5.0
35240124,5221,1,1,1.0
35240124,44314,2,12,0.16666666666666666
35240124,44611,1,1,1.0
35240124,44612,3,2,1.5
35240124,45112,1,1,1.0
35240124,45322,1,0,inf
35240124,45391,1,0,inf
35240124,56151,1,1,1.0
35240124,71394,1,0,inf
35240124,81293,3,0,inf
35240124,445292,1,0,inf
35240124,446191,1,0,inf
35240124,451310,2,1,2.0
35240124,452110,2,2,1.0
35240124,722512,11,9,1.2222222222222223
35240124,812114,3,0,inf
35240124,812115,2,0,inf
35240125,54194,1,0,inf
35240126,447,1,0,inf
35240126,4411,1,1,1.0
35240126,5221,1,1,1.0
35240126,8111,2,2,1.0
35240126,44512,1,0,inf
35240126,44711,1,0,inf
35240126,81293,19,0,inf
35240126,532112,1,0,inf
35240126,722511,3,2,1.5
35240126,722512,3,4,0.75
35240126,811192,1,0,inf
35240126,812115,1,0,inf
35240127,81293,1,0,inf
35210019,45322,1,0,inf
35210019,81293,1,0,inf
35210023,111,3,0,inf
35210023,112,3,0,inf
35210023,447,2,1,2.0
35210023,2211,3,0,inf
35210023,4411,12,7,1.7142857142857142
35210023,4421,2,0,inf
35210023,8111,5,11,0.45454545454545453
35210023,8131,3,1,3.0
35210023,44131,1,3,0.3333333333333333
35210023,44411,1,0,inf
35210023,44512,1,0,inf
35210023,44711,1,1,1.0
35210023,56151,1,0,inf
35210023,81293,69,0,inf
35210023,452110,1,0,inf
35210023,532112,12,0,inf
35210023,541213,1,0,inf
35210023,722511,8,4,2.0
35210023,722512,3,1,3.0
35210023,811192,2,1,2.0
35210023,812114,1,0,inf
35210024,2211,1,0,inf
35210027,8131,1,1,1.0
35210028,6111,2,0,inf
35210028,81293,6,0,inf
35230407,447,3,1,3.0
35230407,44422,1,0,inf
35230407,81293,5,0,inf
35230407,722512,1,0,inf
35211407,81293,2,0,inf
35211409,6111,1,0,inf
35211409,81293,8,0,inf
35211412,44512,1,0,inf
35211412,44711,1,0,inf
35211412,81293,6,0,inf
35211412,722511,1,2,0.5
35211412,722512,1,1,1.0
35211412,812114,1,0,inf
35211413,491,1,0,inf
35211413,5221,2,1,2.0
35211413,5312,2,1,2.0
35211413,7224,1,0,inf
35211413,8123,1,0,inf
35211413,44512,2,0,inf
35211413,44711,2,0,inf
35211413,45112,1,1,1.0
35211413,81293,22,0,inf
35211413,722511,1,4,0.25
35211413,722512,2,4,0.5
35211413,812114,1,0,inf
35211415,447,1,0,inf
35211415,8111,1,0,inf
35211415,8131,3,1,3.0
35211415,44511,1,1,1.0
35211415,44512,2,0,inf
35211415,44611,1,1,1.0
35211415,44711,2,0,inf
35211415,54111,2,0,inf
35211415,81293,13,0,inf
35211415,522291,1,0,inf
35211415,722511,1,1,1.0
35211415,722512,4,2,2.0
35211415,811192,1,0,inf
35211415,812114,1,0,inf
35211415,812115,1,0,inf
35211416,8131,2,1,2.0
35211416,81293,12,0,inf
35211417,81293,15,0,inf
35230413,6111,2,0,inf
35230413,81293,5,0,inf
35230414,447,1,0,inf
35230414,4453,1,1,1.0
35230414,5221,2,1,2.0
35230414,44511,1,1,1.0
35230414,45391,1,0,inf
35230414,51912,1,0,inf
35230414,56151,1,1,1.0
35230414,81293,19,0,inf
35230414,722511,1,1,1.0
35230414,722512,3,1,3.0
35230414,812114,1,0,inf
35230414,812115,1,0,inf
35230416,8131,1,1,1.0
35230418,447,1,0,inf
35230418,8131,3,0,inf
35230418,81293,5,0,inf
35230418,721191,1,0,inf
35230420,8131,1,0,inf
35230420,71212,1,0,inf
35230420,81293,6,0,inf
35211434,6111,1,0,inf
35211434,81293,21,0,inf
35211437,4453,1,1,1.0
35211437,4481,1,0,inf
35211437,4482,1,1,1.0
35211437,5221,2,1,2.0
35211437,6111,3,0,inf
35211437,8123,1,0,inf
35211437,8131,3,2,1.5
35211437,44221,1,0,inf
35211437,44314,1,2,0.5
35211437,44511,2,1,2.0
35211437,44611,1,2,0.5
35211437,45112,2,1,2.0
35211437,51912,1,0,inf
35211437,54111,1,0,inf
35211437,71394,1,0,inf
35211437,81293,33,0,inf
35211437,446191,1,1,1.0
35211437,451310,1,0,inf
35211437,452110,1,1,1.0
35211437,541213,1,0,inf
35211437,722512,10,5,2.0
35211437,812114,3,0,inf
35211437,812115,2,1,2.0
35211438,81293,25,0,inf
35211439,447,1,0,inf
35211439,4453,1,1,1.0
35211439,5221,1,1,1.0
35211439,7224,1,0,inf
35211439,44411,1,1,1.0
35211439,44511,1,2,0.5
35211439,44512,1,1,1.0
35211439,44711,1,0,inf
35211439,71394,1,0,inf
35211439,81293,19,0,inf
35211439,452110,1,0,inf
35211439,722512,2,0,inf
35211460,44512,1,1,1.0
35211460,44711,1,0,inf
35211460,81293,6,0,inf
35211462,5221,2,0,inf
35211462,6111,1,0,inf
35211462,6112,1,0,inf
35211462,8123,1,0,inf
35211462,44511,1,0,inf
35211462,44512,2,0,inf
35211462,44611,1,3,0.3333333333333333
35211462,44711,2,1,2.0
35211462,51912,1,1,1.0
35211462,71211,1,2,0.5
35211462,81293,20,0,inf
35211462,722511,4,4,1.0
35211462,722512,3,5,0.6
35211462,812114,1,1,1.0
